,model,img_path,target,model_answ,question,is_num
17,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_10.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
18,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_10.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
19,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_10.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
20,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_10.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
21,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_10.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
22,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_10.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
23,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_10.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
24,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_11.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
25,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_11.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
26,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_11.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
27,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_11.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
28,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_11.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
29,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_11.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
30,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_11.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
31,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_11.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
33,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_11.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
34,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_11.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
35,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_11.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
36,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_12.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
37,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_12.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
38,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_12.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
39,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_12.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
40,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_12.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
41,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_12.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
42,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_12.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
43,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_12.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
45,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_12.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
46,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_12.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
47,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_12.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
48,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_13.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
49,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_13.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
50,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_13.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
51,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_13.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
52,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_13.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
53,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_13.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
54,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_13.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
57,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_13.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
58,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_13.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
59,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_13.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
60,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_14.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
61,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_14.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
62,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_14.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
63,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_14.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
64,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_14.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
65,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_14.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
66,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_14.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
67,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_14.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
70,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_14.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
71,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_14.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
72,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_15.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
73,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_15.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
74,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_15.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
75,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_15.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
76,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_15.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
77,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_15.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
78,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_15.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
79,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_15.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
82,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_15.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
83,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_15.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
84,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_16.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
85,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_16.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
86,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_16.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
88,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_16.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
89,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_16.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
90,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_16.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
91,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_16.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
93,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_16.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
94,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_16.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
95,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_16.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
96,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_17.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
97,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_17.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
98,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_17.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
99,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_17.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
100,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_17.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
101,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_17.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
102,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_17.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
103,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_17.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
105,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_17.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
106,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_17.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
107,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_17.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
108,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_18.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
109,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_18.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
110,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_18.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
111,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_18.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
112,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_18.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
113,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_18.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
114,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_18.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
115,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_18.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
117,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_18.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
118,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_18.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
119,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_18.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
120,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_19.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
121,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_19.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
122,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_19.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
123,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_19.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
124,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_19.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
125,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_19.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
126,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_19.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
127,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_19.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
130,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_19.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
131,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_19.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
132,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_2.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
133,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_2.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
134,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_2.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
135,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_2.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
136,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_2.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
137,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_2.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
138,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_2.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
139,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_2.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
142,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_2.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
143,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_2.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
144,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_20.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
145,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_20.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
146,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_20.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
147,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_20.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
148,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_20.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
149,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_20.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
150,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_20.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
151,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_20.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
153,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_20.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
154,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_20.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
155,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_20.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
156,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_21.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
157,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_21.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
158,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_21.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
159,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_21.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
160,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_21.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
161,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_21.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
162,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_21.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
163,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_21.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
165,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_21.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
166,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_21.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
167,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_21.jpg,DOG,20,How much do you think that the image is related to a CAT?,1
168,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_22.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
169,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_22.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
170,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_22.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
171,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_22.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
172,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_22.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
173,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_22.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
174,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_22.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
175,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_22.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
178,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_22.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
179,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_22.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
180,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_23.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
181,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_23.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
182,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_23.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
183,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_23.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
184,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_23.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
185,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_23.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
186,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_23.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
187,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_23.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
189,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_23.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
190,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_23.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
191,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_23.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
192,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_24.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
193,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_24.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
194,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_24.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
195,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_24.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
196,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_24.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
197,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_24.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
198,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_24.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
199,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_24.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
201,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_24.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
202,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_24.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
